periode_data,wilayah,kecamatan,volume_sampah,total_sampah_residu,rata_rata
202407,KOTA ADM. JAKARTA TIMUR,Pasar Rebo,615.08,610,19.68
202407,KOTA ADM. JAKARTA TIMUR,Kramat Jati,877.08,850,27.42
202407,KOTA ADM. JAKARTA TIMUR,Jatinegara,852.61,507,16.35
202407,KOTA ADM. JAKARTA TIMUR,Matraman,379.23,368,11.87
202407,KOTA ADM. JAKARTA TIMUR,Duren Sawit,1533.48,636,20.52
202407,KOTA ADM. JAKARTA TIMUR,Pulo Gadung,752.17,748,24.13
202407,KOTA ADM. JAKARTA TIMUR,Cakung,1707.28,1570,50.65
202408,KOTA ADM. JAKARTA PUSAT,Tanah Abang,648.7,585,18.87
202408,KOTA ADM. JAKARTA PUSAT,Kemayoran,651.2,650,20.97
202408,KOTA ADM. JAKARTA PUSAT,Cempaka Putih,491.95,491,15.84
202408,KOTA ADM. JAKARTA PUSAT,Johar Baru,733.36,733,23.65
202408,KOTA ADM. JAKARTA PUSAT,Senen,673.93,673,21.71
202408,KOTA ADM. JAKARTA PUSAT,Sawah Besar,649.68,649,20.94
202408,KOTA ADM. JAKARTA PUSAT,Menteng,902.33,900,29.03
202408,KOTA ADM. JAKARTA PUSAT,Gambir,659.29,657,21.19
202408,KOTA ADM. JAKARTA UTARA,Cilincing,728.23,712,22.97
202408,KOTA ADM. JAKARTA UTARA,Kelapa Gading,491.52,478,15.42
202408,KOTA ADM. JAKARTA UTARA,Koja,710.56,696,22.45
202408,KOTA ADM. JAKARTA UTARA,Tanjung Priok,1451.12,1434,46.26
202408,KOTA ADM. JAKARTA UTARA,Pademangan,782.85,759,24.48
202408,KOTA ADM. JAKARTA UTARA,Penjaringan,1849.44,1833,59.13
202408,KOTA ADM. JAKARTA BARAT,Kembangan,1162.02,1083,34.94
202408,KOTA ADM. JAKARTA BARAT,Palmerah,879.17,806.1,26
202408,KOTA ADM. JAKARTA BARAT,Kebon Jeruk,1375.93,1369,44.16
202408,KOTA ADM. JAKARTA BARAT,Tambora,1101.65,1041,33.58
202408,KOTA ADM. JAKARTA BARAT,Grogol Petamburan,1180.75,958,30.9
202408,KOTA ADM. JAKARTA BARAT,Tamansari,815.27,789,25.45
202408,KOTA ADM. JAKARTA BARAT,Kalideres,1038.68,886,28.58
202408,KOTA ADM. JAKARTA BARAT,Cengkareng,1923.41,1464.1,47.23
202408,KOTA ADM. JAKARTA SELATAN,Jagakarsa,1585.75,1568,50.58
202408,KOTA ADM. JAKARTA SELATAN,Pasar Minggu,551.11,505,16.29
202408,KOTA ADM. JAKARTA SELATAN,Pancoran,368.56,324,10.45
202408,KOTA ADM. JAKARTA SELATAN,Tebet,672.96,654,21.1
202408,KOTA ADM. JAKARTA SELATAN,Setiabudi,555.95,548,17.68
202408,KOTA ADM. JAKARTA SELATAN,Mampang Prapatan,588.46,558,18
202408,KOTA ADM. JAKARTA SELATAN,Cilandak,847.29,742,23.94
202408,KOTA ADM. JAKARTA SELATAN,Kebayoran Baru,652.93,649,20.94
202408,KOTA ADM. JAKARTA SELATAN,Kebayoran Lama,757.72,753,24.29
202408,KOTA ADM. JAKARTA SELATAN,Pesanggrahan,651.13,649,20.94
202408,KOTA ADM. JAKARTA TIMUR,Ciracas,600.72,515,16.61
202408,KOTA ADM. JAKARTA TIMUR,Cipayung,353.83,259,8.35
202408,KOTA ADM. JAKARTA TIMUR,Makasar,864.4,514,16.58
202408,KOTA ADM. JAKARTA TIMUR,Pasar Rebo,772.31,759,24.48
202408,KOTA ADM. JAKARTA TIMUR,Kramat Jati,1099.06,844,27.23
202408,KOTA ADM. JAKARTA TIMUR,Jatinegara,939.23,505,16.29
202408,KOTA ADM. JAKARTA TIMUR,Matraman,453.23,445,14.35
202408,KOTA ADM. JAKARTA TIMUR,Duren Sawit,1350.45,664,21.42
202408,KOTA ADM. JAKARTA TIMUR,Pulo Gadung,795.05,791,25.52
202408,KOTA ADM. JAKARTA TIMUR,Cakung,2206.47,1873,60.42
202409,KOTA ADM. JAKARTA PUSAT,Tanah Abang,536.15,473,15.77
202409,KOTA ADM. JAKARTA PUSAT,Kemayoran,1021.01,1020,34
202409,KOTA ADM. JAKARTA PUSAT,Cempaka Putih,506.54,484,16.13
202409,KOTA ADM. JAKARTA PUSAT,Johar Baru,671.53,671,22.37
202409,KOTA ADM. JAKARTA PUSAT,Senen,616.4,615,20.5
202409,KOTA ADM. JAKARTA PUSAT,Sawah Besar,704.36,703.5,23.45
202409,KOTA ADM. JAKARTA PUSAT,Menteng,922.04,920,30.67
202409,KOTA ADM. JAKARTA PUSAT,Gambir,727.28,725,24.17
202409,KOTA ADM. JAKARTA UTARA,Cilincing,794.74,779,25.97
202409,KOTA ADM. JAKARTA UTARA,Kelapa Gading,634.85,631,21.03
202409,KOTA ADM. JAKARTA UTARA,Koja,599.07,587,19.57
202409,KOTA ADM. JAKARTA UTARA,Tanjung Priok,1353.92,1336,44.53
202409,KOTA ADM. JAKARTA UTARA,Pademangan,785.62,758,25.27
202409,KOTA ADM. JAKARTA UTARA,Penjaringan,2082.83,2067,68.9
202409,KOTA ADM. JAKARTA BARAT,Kembangan,1332.83,1259,41.97
202409,KOTA ADM. JAKARTA BARAT,Palmerah,1038.12,946,31.53
202409,KOTA ADM. JAKARTA BARAT,Kebon Jeruk,1327.26,1319,43.97
202409,KOTA ADM. JAKARTA BARAT,Tambora,1213.58,1208,40.27
202409,KOTA ADM. JAKARTA BARAT,Grogol Petamburan,1255.62,1041,34.7
202409,KOTA ADM. JAKARTA BARAT,Tamansari,772.52,746,24.87
202409,KOTA ADM. JAKARTA BARAT,Kalideres,1057.22,935,31.17
202409,KOTA ADM. JAKARTA BARAT,Cengkareng,2099.75,1627,54.23
202409,KOTA ADM. JAKARTA SELATAN,Jagakarsa,1382.86,1367,45.57
202409,KOTA ADM. JAKARTA SELATAN,Pasar Minggu,424.27,421,14.03
202409,KOTA ADM. JAKARTA SELATAN,Pancoran,378.27,336,11.2
202409,KOTA ADM. JAKARTA SELATAN,Tebet,374.34,358,11.93
202409,KOTA ADM. JAKARTA SELATAN,Setiabudi,521.6,516,17.2
202409,KOTA ADM. JAKARTA SELATAN,Mampang Prapatan,614.4,592,19.73
202409,KOTA ADM. JAKARTA SELATAN,Cilandak,651.14,551,18.37
202409,KOTA ADM. JAKARTA SELATAN,Kebayoran Baru,621.3,617,20.57
202409,KOTA ADM. JAKARTA SELATAN,Kebayoran Lama,406.67,401,13.37
202409,KOTA ADM. JAKARTA SELATAN,Pesanggrahan,592.19,589,19.63
202409,KOTA ADM. JAKARTA TIMUR,Ciracas,487.62,453,15.1
202409,KOTA ADM. JAKARTA TIMUR,Cipayung,362.73,266,8.87
202409,KOTA ADM. JAKARTA TIMUR,Makasar,714.81,658,21.93
202409,KOTA ADM. JAKARTA TIMUR,Pasar Rebo,849.55,845,28.17
202409,KOTA ADM. JAKARTA TIMUR,Kramat Jati,1255.64,914,30.47
202409,KOTA ADM. JAKARTA TIMUR,Jatinegara,1155.59,567,18.9
202409,KOTA ADM. JAKARTA TIMUR,Matraman,484.75,476,15.87
202409,KOTA ADM. JAKARTA TIMUR,Duren Sawit,1564.12,671,22.37
202409,KOTA ADM. JAKARTA TIMUR,Pulo Gadung,1051.03,1043,34.77
202409,KOTA ADM. JAKARTA TIMUR,Cakung,2843.45,1914,63.8
202410,KOTA ADM. JAKARTA PUSAT,Tanah Abang,1018.29,886,28.58
202410,KOTA ADM. JAKARTA PUSAT,Kemayoran,868.21,867,27.97
202410,KOTA ADM. JAKARTA PUSAT,Cempaka Putih,437.49,415,13.39
202410,KOTA ADM. JAKARTA PUSAT,Johar Baru,711.64,711,22.94
202410,KOTA ADM. JAKARTA PUSAT,Senen,630.49,628,20.26
202410,KOTA ADM. JAKARTA PUSAT,Sawah Besar,550.84,550,17.74
202410,KOTA ADM. JAKARTA PUSAT,Menteng,873.07,871,28.1
202410,KOTA ADM. JAKARTA PUSAT,Gambir,658.32,656,21.16
202410,KOTA ADM. JAKARTA UTARA,Cilincing,916.12,870,28.06
202410,KOTA ADM. JAKARTA UTARA,Kelapa Gading,571.57,566,18.26
202410,KOTA ADM. JAKARTA UTARA,Koja,619.03,607,19.58
202410,KOTA ADM. JAKARTA UTARA,Tanjung Priok,1243.22,1223,39.45
202410,KOTA ADM. JAKARTA UTARA,Pademangan,716.34,694,22.39
202410,KOTA ADM. JAKARTA UTARA,Penjaringan,1704.54,1690,54.52
202410,KOTA ADM. JAKARTA BARAT,Kembangan,1353.21,1307,42.16
202410,KOTA ADM. JAKARTA BARAT,Palmerah,935.7,849,27.39
202410,KOTA ADM. JAKARTA BARAT,Kebon Jeruk,1326.83,1320,42.58
202410,KOTA ADM. JAKARTA BARAT,Tambora,1173.29,1168,37.68
202410,KOTA ADM. JAKARTA BARAT,Grogol Petamburan,1150.36,936,30.19
202410,KOTA ADM. JAKARTA BARAT,Tamansari,703.89,678,21.87
202410,KOTA ADM. JAKARTA BARAT,Kalideres,1040.39,921,29.71
202410,KOTA ADM. JAKARTA BARAT,Cengkareng,2219.98,1766,56.97
202410,KOTA ADM. JAKARTA SELATAN,Jagakarsa,1443.24,1427,46.03
202410,KOTA ADM. JAKARTA SELATAN,Pasar Minggu,631.6,596,19.23
202410,KOTA ADM. JAKARTA SELATAN,Pancoran,333.93,284,9.16
202410,KOTA ADM. JAKARTA SELATAN,Tebet,635.69,621,20.03
202410,KOTA ADM. JAKARTA SELATAN,Setiabudi,522.32,515,16.61
202410,KOTA ADM. JAKARTA SELATAN,Mampang Prapatan,562.86,531,17.13
202410,KOTA ADM. JAKARTA SELATAN,Cilandak,811.69,702,22.65
202410,KOTA ADM. JAKARTA SELATAN,Kebayoran Baru,604.32,600,19.35
202410,KOTA ADM. JAKARTA SELATAN,Kebayoran Lama,699.53,694,22.39
202410,KOTA ADM. JAKARTA SELATAN,Pesanggrahan,721.77,719,23.19
202410,KOTA ADM. JAKARTA TIMUR,Ciracas,469.62,414,13.35
202410,KOTA ADM. JAKARTA TIMUR,Cipayung,404.62,327,10.55
202410,KOTA ADM. JAKARTA TIMUR,Makasar,676,618,19.94
202410,KOTA ADM. JAKARTA TIMUR,Pasar Rebo,789.69,778,25.1
202410,KOTA ADM. JAKARTA TIMUR,Kramat Jati,1193.19,890,28.71
202410,KOTA ADM. JAKARTA TIMUR,Jatinegara,1167.53,544,17.55
202410,KOTA ADM. JAKARTA TIMUR,Matraman,512.38,502,16.19
202410,KOTA ADM. JAKARTA TIMUR,Duren Sawit,1670.02,765,24.68
202410,KOTA ADM. JAKARTA TIMUR,Pulo Gadung,1042.03,1034,33.35
202410,KOTA ADM. JAKARTA TIMUR,Cakung,1977.96,1637,52.81
202411,KOTA ADM. JAKARTA PUSAT,Tanah Abang,631.53,630,21
202411,KOTA ADM. JAKARTA PUSAT,Kemayoran,779.05,778,25.93
202411,KOTA ADM. JAKARTA PUSAT,Cempaka Putih,364.69,336,11.2
202411,KOTA ADM. JAKARTA PUSAT,Johar Baru,622.38,622,20.73
202411,KOTA ADM. JAKARTA PUSAT,Senen,568.76,567.5,18.92
202411,KOTA ADM. JAKARTA PUSAT,Sawah Besar,564.86,564,18.8
202411,KOTA ADM. JAKARTA PUSAT,Menteng,665.98,664,22.13
202411,KOTA ADM. JAKARTA PUSAT,Gambir,650.33,648,21.6
202411,KOTA ADM. JAKARTA UTARA,Cilincing,1629.22,808,26.93
202411,KOTA ADM. JAKARTA UTARA,Kelapa Gading,1668.24,832,27.73
202411,KOTA ADM. JAKARTA UTARA,Koja,1152.62,571,19.03
202411,KOTA ADM. JAKARTA UTARA,Tanjung Priok,2181.97,1082,36.07
202411,KOTA ADM. JAKARTA UTARA,Pademangan,1375.94,674,22.47
202411,KOTA ADM. JAKARTA UTARA,Penjaringan,3748.54,1868,62.27
202411,KOTA ADM. JAKARTA BARAT,Kembangan,2244.8,2189,72.97
202411,KOTA ADM. JAKARTA BARAT,Palmerah,802.21,717,23.9
202411,KOTA ADM. JAKARTA BARAT,Kebon Jeruk,1271.28,1264,42.13
202411,KOTA ADM. JAKARTA BARAT,Tambora,1154.76,1150,38.33
202411,KOTA ADM. JAKARTA BARAT,Grogol Petamburan,1212.74,998,33.27
202411,KOTA ADM. JAKARTA BARAT,Tamansari,625.46,601,20.03
202411,KOTA ADM. JAKARTA BARAT,Kalideres,1157.85,1050,35
202411,KOTA ADM. JAKARTA BARAT,Cengkareng,2176.6,1701,56.7
202411,KOTA ADM. JAKARTA SELATAN,Jagakarsa,1768.72,1754,58.47
202411,KOTA ADM. JAKARTA SELATAN,Pasar Minggu,576.23,530,17.67
202411,KOTA ADM. JAKARTA SELATAN,Pancoran,295.16,251,8.37
202411,KOTA ADM. JAKARTA SELATAN,Tebet,569.5,564,18.8
202411,KOTA ADM. JAKARTA SELATAN,Setiabudi,475.77,467.5,15.58
202411,KOTA ADM. JAKARTA SELATAN,Mampang Prapatan,514,493,16.43
202411,KOTA ADM. JAKARTA SELATAN,Cilandak,991.16,888,29.6
202411,KOTA ADM. JAKARTA SELATAN,Kebayoran Baru,559.87,556,18.53
202411,KOTA ADM. JAKARTA SELATAN,Kebayoran Lama,641.14,636,21.2
202411,KOTA ADM. JAKARTA SELATAN,Pesanggrahan,809.5,806,26.87
202411,KOTA ADM. JAKARTA TIMUR,Ciracas,485.52,400,13.33
202411,KOTA ADM. JAKARTA TIMUR,Cipayung,353.53,273,9.1
202411,KOTA ADM. JAKARTA TIMUR,Makasar,636.93,538,17.93
202411,KOTA ADM. JAKARTA TIMUR,Pasar Rebo,859.75,850,28.33
202411,KOTA ADM. JAKARTA TIMUR,Kramat Jati,1039.23,765,25.5
202411,KOTA ADM. JAKARTA TIMUR,Jatinegara,1123.08,499,16.63
202411,KOTA ADM. JAKARTA TIMUR,Matraman,440.62,436,14.53
202411,KOTA ADM. JAKARTA TIMUR,Duren Sawit,1551.04,645,21.5
202411,KOTA ADM. JAKARTA TIMUR,Pulo Gadung,764.67,757,25.23
202411,KOTA ADM. JAKARTA TIMUR,Cakung,1877.77,1768,58.93
202412,KOTA ADM. JAKARTA PUSAT,Tanah Abang,813.7,812,26.19
202412,KOTA ADM. JAKARTA PUSAT,Kemayoran,910.98,910,29.35
202412,KOTA ADM. JAKARTA PUSAT,Cempaka Putih,476.7,476,15.35
202412,KOTA ADM. JAKARTA PUSAT,Johar Baru,686.41,686,22.13
202412,KOTA ADM. JAKARTA PUSAT,Senen,568.15,567,18.29
202412,KOTA ADM. JAKARTA PUSAT,Sawah Besar,617.84,617,19.9
202412,KOTA ADM. JAKARTA SELATAN,Jagakarsa,2112.99,2099,67.71
202412,KOTA ADM. JAKARTA SELATAN,Pasar Minggu,605.5,577,18.61
202412,KOTA ADM. JAKARTA SELATAN,Pancoran,423.63,374,12.06
202412,KOTA ADM. JAKARTA SELATAN,Tebet,621.71,616,19.87
202412,KOTA ADM. JAKARTA SELATAN,Setiabudi,505.13,499,16.1
202412,KOTA ADM. JAKARTA SELATAN,Mampang Prapatan,542.16,514,16.58
202412,KOTA ADM. JAKARTA SELATAN,Cilandak,861.7,751,24.23
202412,KOTA ADM. JAKARTA SELATAN,Kebayoran Baru,559.03,555,17.9
202412,KOTA ADM. JAKARTA SELATAN,Kebayoran Lama,458.98,455,14.68
202412,KOTA ADM. JAKARTA SELATAN,Pesanggrahan,689.88,687,22.16
202412,KOTA ADM. JAKARTA TIMUR,Ciracas,420.16,378,12.19
202412,KOTA ADM. JAKARTA TIMUR,Cipayung,500.25,413,13.32
202412,KOTA ADM. JAKARTA TIMUR,Makasar,711.29,489,15.77
202412,KOTA ADM. JAKARTA TIMUR,Pasar Rebo,876.48,865,27.9
202412,KOTA ADM. JAKARTA TIMUR,Kramat Jati,1145.43,872,28.13
202412,KOTA ADM. JAKARTA TIMUR,Jatinegara,1165.68,546,17.61
202412,KOTA ADM. JAKARTA TIMUR,Matraman,491.97,486,15.68
202412,KOTA ADM. JAKARTA TIMUR,Duren Sawit,1322.5,462,14.9
202412,KOTA ADM. JAKARTA TIMUR,Pulo Gadung,941.75,934,30.13
202412,KOTA ADM. JAKARTA TIMUR,Cakung,1862.47,1639,52.87
202502,Kota Adm. Jakarta Pusat,Tanah Abang,601.52,600,21.43
202502,Kota Adm. Jakarta Pusat,Kemayoran,736.31,735,26.25
202502,Kota Adm. Jakarta Pusat,Cempaka Putih,261.45,261,9.32
202502,Kota Adm. Jakarta Pusat,Johar Baru,574.45,574,20.5
202502,Kota Adm. Jakarta Pusat,Senen,372.55,371,13.25
202502,Kota Adm. Jakarta Pusat,Sawah Besar,504.33,503,17.96
202502,Kota Adm. Jakarta Pusat,Menteng,417.86,415,14.82
202502,Kota Adm. Jakarta Pusat,Gambir,468.52,466,16.64
202502,Kota Adm. Jakarta Utara,Cilincing,1534.48,1440,51.43
202502,Kota Adm. Jakarta Utara,Kelapa Gading,778.44,774,27.64
202502,Kota Adm. Jakarta Utara,Koja,525.21,518,18.5
202502,Kota Adm. Jakarta Utara,Tanjung Priok,1003.04,985,35.18
202502,Kota Adm. Jakarta Utara,Pademangan,579.16,545,19.46
202502,Kota Adm. Jakarta Utara,Penjaringan,1685.54,1675,59.82
202502,Kota Adm. Jakarta Barat,Kembangan,1080.52,1033,36.89
202502,Kota Adm. Jakarta Barat,Palmerah,696.86,643,22.96
202412,KOTA ADM. JAKARTA PUSAT,Menteng,759,757,24.42
202412,KOTA ADM. JAKARTA PUSAT,Gambir,654.59,652,21.03
202412,KOTA ADM. JAKARTA UTARA,Cilincing,1009.28,982,31.68
202412,KOTA ADM. JAKARTA UTARA,Kelapa Gading,1319.42,1315.1,42.42
202412,KOTA ADM. JAKARTA UTARA,Koja,708.25,699,22.55
202412,KOTA ADM. JAKARTA UTARA,Tanjung Priok,1174.6,1155,37.26
202412,KOTA ADM. JAKARTA UTARA,Pademangan,698.15,684,22.06
202412,KOTA ADM. JAKARTA UTARA,Penjaringan,1689.88,1677,54.1
202412,KOTA ADM. JAKARTA BARAT,Kembangan,1242.38,1190,38.39
202412,KOTA ADM. JAKARTA BARAT,Palmerah,852.92,786,25.35
202412,KOTA ADM. JAKARTA BARAT,Kebon Jeruk,1298.4,1298,41.87
202412,KOTA ADM. JAKARTA BARAT,Tambora,1104.37,1104.1,35.62
202412,KOTA ADM. JAKARTA BARAT,Grogol Petamburan,1125,908,29.29
202412,KOTA ADM. JAKARTA BARAT,Tamansari,683.18,662,21.35
202412,KOTA ADM. JAKARTA BARAT,Kalideres,1189,1094,35.29
202412,KOTA ADM. JAKARTA BARAT,Cengkareng,2213.45,1689,54.48
202503,Kota Adm. Jakarta Pusat,Tanah Abang,1367.94,1366,44.06
202503,Kota Adm. Jakarta Pusat,Kemayoran,744.27,743,23.97
202503,Kota Adm. Jakarta Pusat,Cempaka Putih,248.41,248,8
202503,Kota Adm. Jakarta Pusat,Johar Baru,508.5,508,16.39
202503,Kota Adm. Jakarta Pusat,Senen,332.06,331,10.68
202503,Kota Adm. Jakarta Pusat,Sawah Besar,455.33,454,14.65
202502,Kota Adm. Jakarta Barat,Kebon Jeruk,1084.3,1079,38.54
202502,Kota Adm. Jakarta Barat,Tambora,555.72,548,19.57
202502,Kota Adm. Jakarta Barat,Grogol Petamburan,970.44,763,27.25
202502,Kota Adm. Jakarta Barat,Tamansari,558.6,529,18.89
202502,Kota Adm. Jakarta Barat,Kalideres,989.07,923,32.96
202502,Kota Adm. Jakarta Barat,Cengkareng,2135.76,1604,57.29
202502,Kota Adm. Jakarta Selatan,Jagakarsa,1522.09,1509,53.89
202502,Kota Adm. Jakarta Selatan,Pasar Minggu,428.22,425,15.18
202502,Kota Adm. Jakarta Selatan,Pancoran,268.92,215,7.68
202502,Kota Adm. Jakarta Selatan,Tebet,404.03,400,14.29
202502,Kota Adm. Jakarta Selatan,Setiabudi,386.84,382,13.64
202502,Kota Adm. Jakarta Selatan,Mampang Prapatan,443.33,416,14.86
202502,Kota Adm. Jakarta Selatan,Cilandak,546.29,464,16.57
202502,Kota Adm. Jakarta Selatan,Kebayoran Baru,386.44,383,13.68
202502,Kota Adm. Jakarta Selatan,Kebayoran Lama,391.12,389,13.89
202502,Kota Adm. Jakarta Selatan,Pesanggrahan,443.98,442,15.79
202502,Kota Adm. Jakarta Timur,Ciracas,355.82,307,10.96
202502,Kota Adm. Jakarta Timur,Cipayung,311.69,221,7.89
202502,Kota Adm. Jakarta Timur,Makasar,1005.57,454,16.21
202502,Kota Adm. Jakarta Timur,Pasar Rebo,738.49,725,25.89
202502,Kota Adm. Jakarta Timur,Kramat Jati,970.24,683,24.39
202502,Kota Adm. Jakarta Timur,Jatinegara,1010.11,366,13.07
202503,Kota Adm. Jakarta Pusat,Menteng,614.6,612,19.74
202503,Kota Adm. Jakarta Pusat,Gambir,545.42,543,17.52
202503,Kota Adm. Jakarta Utara,Cilincing,902.27,895,28.87
202503,Kota Adm. Jakarta Utara,Kelapa Gading,416,412,13.29
202503,Kota Adm. Jakarta Utara,Koja,481.22,475,15.32
202503,Kota Adm. Jakarta Utara,Tanjung Priok,1107.18,1087,35.06
202503,Kota Adm. Jakarta Utara,Pademangan,659.46,614,19.81
202503,Kota Adm. Jakarta Utara,Penjaringan,1854.96,1844,59.48
202503,Kota Adm. Jakarta Barat,Kembangan,1635.46,1581,51
202503,Kota Adm. Jakarta Barat,Palmerah,674.57,633,20.42
202503,Kota Adm. Jakarta Barat,Kebon Jeruk,1016.87,1016,32.77
202503,Kota Adm. Jakarta Barat,Tambora,520.12,516.5,16.66
202503,Kota Adm. Jakarta Barat,Grogol Petamburan,1012.04,791,25.52
202503,Kota Adm. Jakarta Barat,Tamansari,578.95,551,17.77
202503,Kota Adm. Jakarta Barat,Kalideres,911.07,841,27.13
202503,Kota Adm. Jakarta Barat,Cengkareng,2101.21,1593,51.39
202503,Kota Adm. Jakarta Selatan,Jagakarsa,4047.64,4035,130.16
202503,Kota Adm. Jakarta Selatan,Pasar Minggu,476.75,452,14.58
202503,Kota Adm. Jakarta Selatan,Pancoran,387.59,334,10.77
202503,Kota Adm. Jakarta Selatan,Tebet,541.45,536,17.29
202502,Kota Adm. Jakarta Timur,Matraman,341.44,337,12.04
202502,Kota Adm. Jakarta Timur,Duren Sawit,1177.09,303,10.82
202502,Kota Adm. Jakarta Timur,Pulo Gadung,755.94,748,26.71
202502,Kota Adm. Jakarta Timur,Cakung,1740.12,1591,56.82
202501,Kota Adm. Jakarta Pusat,Cempaka Putih,422.51,422,13.61
202501,Kota Adm. Jakarta Pusat,Gambir,636.71,634,20.45
202501,Kota Adm. Jakarta Pusat,Johar Baru,655.41,655,21.13
202501,Kota Adm. Jakarta Pusat,Kemayoran,990.69,989,31.9
202501,Kota Adm. Jakarta Pusat,Menteng,786.57,784,25.29
202501,Kota Adm. Jakarta Pusat,Sawah Besar,669.44,668,21.55
202501,Kota Adm. Jakarta Pusat,Senen,480.37,478.5,15.44
202501,Kota Adm. Jakarta Pusat,Tanah Abang,740.79,739,1.01
202501,Kota Adm. Jakarta Utara,Cilincing,1316.12,1276,41.16
202501,Kota Adm. Jakarta Utara,Kelapa Gading,849.29,844.7,27.25
202501,Kota Adm. Jakarta Utara,Koja,688.03,679,0.94
202501,Kota Adm. Jakarta Utara,Pademangan,659.8,646,0.89
202501,Kota Adm. Jakarta Utara,Penjaringan,2078.27,2065,66.61
202501,Kota Adm. Jakarta Utara,Tanjung Priok,1271.96,1252,40.39
202501,Kota Adm. Jakarta Barat,Cengkareng,2121.5,1660,53.55
202501,Kota Adm. Jakarta Barat,Grogol Petamburan,1252,1035,33.39
202501,Kota Adm. Jakarta Barat,Kalideres,1111,1031,33.26
202501,Kota Adm. Jakarta Barat,Kebon Jeruk,1406.4,1406,45.35
202501,Kota Adm. Jakarta Barat,Kembangan,1308.05,1257,40.55
202501,Kota Adm. Jakarta Barat,Palmerah,878.84,825,26.61
202501,Kota Adm. Jakarta Barat,Taman Sari,648.18,628,20.26
202501,Kota Adm. Jakarta Barat,Tambora,970.07,969.8,31.28
202501,Kota Adm. Jakarta Selatan,Cilandak,734.19,625,20.16
202501,Kota Adm. Jakarta Selatan,Jagakarsa,2355.92,2341,75.52
202501,Kota Adm. Jakarta Selatan,Kebayoran Baru,578.69,575,18.55
202501,Kota Adm. Jakarta Selatan,Kebayoran Lama,425.4,422,0.58
202501,Kota Adm. Jakarta Selatan,Mampang Prapatan,511.32,484,0.67
202501,Kota Adm. Jakarta Selatan,Pancoran,394.87,337,0.47
202501,Kota Adm. Jakarta Selatan,Pasar Minggu,532.87,488,0.68
202501,Kota Adm. Jakarta Selatan,Pesanggrahan,634.63,631,20.35
202501,Kota Adm. Jakarta Selatan,Setiabudi,567.07,557,0.77
202501,Kota Adm. Jakarta Selatan,Tebet,611.07,601,19.39
202501,Kota Adm. Jakarta Timur,Cakung,2090.28,1887,60.87
202501,Kota Adm. Jakarta Timur,Cipayung,422.21,343,11.06
202501,Kota Adm. Jakarta Timur,Ciracas,509.25,460,0.64
202501,Kota Adm. Jakarta Timur,Duren Sawit,1321.04,527,17
202501,Kota Adm. Jakarta Timur,Jatinegara,1183.57,632,20.39
202501,Kota Adm. Jakarta Timur,Kramat Jati,1196.12,920,29.68
202501,Kota Adm. Jakarta Timur,Makasar,1066.98,575,18.55
202501,Kota Adm. Jakarta Timur,Matraman,473.65,466,15.03
202501,Kota Adm. Jakarta Timur,Pasar Rebo,797.01,790,25.48
202501,Kota Adm. Jakarta Timur,Pulogadung,1173.5,1169,37.71
202503,Kota Adm. Jakarta Selatan,Setiabudi,314.37,309,9.97
202503,Kota Adm. Jakarta Selatan,Mampang Prapatan,420.48,392,12.65
202503,Kota Adm. Jakarta Selatan,Cilandak,708.1,629,20.29
202503,Kota Adm. Jakarta Selatan,Kebayoran Baru,488.6,484,15.61
202503,Kota Adm. Jakarta Selatan,Kebayoran Lama,357.58,354,11.42
202503,Kota Adm. Jakarta Selatan,Pesanggrahan,710.89,707,22.81
202503,Kota Adm. Jakarta Timur,Ciracas,333.18,284,9.16
202503,Kota Adm. Jakarta Timur,Cipayung,412.67,332.5,10.73
202503,Kota Adm. Jakarta Timur,Makasar,959.98,468,15.1
202503,Kota Adm. Jakarta Timur,Pasar Rebo,614.93,605.5,19.53
